,strata,Region,Population,jan_cases,jan_rate,feb_cases,feb_rate,mar_cases,mar_rate,apr_cases,apr_rate,may_cases,may_rate,jun_cases,jun_rate,jul_cases,jul_rate,aug_cases,aug_rate,sep_cases,sep_rate,oct_cases,oct_rate,nov_cases,nov_rate,dec_cases,dec_rate,total
39,North America,Montana,1104271,81555,0.07385415355469807,94070,0.08518742229036169,100003,0.09056019763264633,104725,0.09483632188113245,108985,0.09869407056782258,111844,0.10128310894698855,113821,0.10307343034454405,116366,0.10537811823365822,128098,0.11600232189381049,152005,0.13765189885453843,176976,0.16026500741212982,191593,0.1735017943964842,1480041
40,North America,Nebraska,1963692,167716,0.0854085060182554,190950,0.0972403004137105,200946,0.10233071174094512,209896,0.10688845297531385,220032,0.11205015857884026,223404,0.11376733214781137,224488,0.11431935354424218,228450,0.11633698156330015,244254,0.12438508686698321,267079,0.1360086001267001,284766,0.1450156134465079,311212,0.1584831022380292,2773193
41,North America,Nevada,3143991,227046,0.07221585557973925,279146,0.08878714983598872,293980,0.09350535672653007,304112,0.09672801226212162,315438,0.10033043987721339,324262,0.10313706368752328,334255,0.10631550790062694,356401,0.11335942119427186,392052,0.12469883024474307,422329,0.13432894687039498,440251,0.1400293448677175,458369,0.1457920840104186,4147641
42,North America,New Hampshire,1388992,45932,0.03306858498825047,66289,0.047724536930378286,75588,0.05441931990968991,84539,0.06086356148919504,95163,0.06851227364880431,98767,0.07110696101921393,99527,0.07165412039810165,100657,0.07246766000092153,108021,0.07776934640372299,120763,0.08694290535870616,136775,0.09847068953600885,162583,0.11705107012855366,1194604
43,North America,New Jersey,9267130,535043,0.05773556645908712,700346,0.07557312781842922,792496,0.08551687523537492,914422,0.09867369940855475,998812,0.10778007862196819,1016490,0.10968768108357171,1023613,0.11045631171678826,1040281,0.11225492682200422,1094249,0.11807852053440493,1156243,0.1247681860511291,1199738,0.1294616564135822,1255893,0.1355212455204578,11727626
44,North America,New Mexico,2115877,144142,0.06812399775601323,174550,0.08249534353840039,185297,0.08757456128120869,191945,0.09071652085636357,197733,0.0934520295839503,203151,0.09601266992362978,205629,0.09718381550534365,210416,0.0994462343510516,233487,0.11034998726296472,253815,0.11995735101804123,277835,0.13130961771407318,316089,0.14938911855462297,2594089
45,North America,New York,19835913,995816,0.050202680360616626,1428839,0.07203293339711664,1650303,0.08319773332339177,1882308,0.09489394312225508,2052022,0.10344983868400713,2102869,0.10601321955787969,2115377,0.1066437930031252,2152964,0.10853868939634893,2282836,0.11508600587227823,2432444,0.1226282853731008,2564789,0.1293002747088072,2738968,0.13808126704326643,24399535
46,North America,North Carolina,10551162,539545,0.05113607392247413,761302,0.07215337988365642,862170,0.08171327480328706,916159,0.08683015197757366,969752,0.091909497740628,1003243,0.09508365050219113,1013985,0.09610173742001119,1048076,0.09933275595616863,1220902,0.11571256322289432,1400217,0.1327073738418574,1482464,0.14050243944695381,1537044,0.1456753294092158,12754859
47,North America,North Dakota,774948,92214,0.11899379055110794,97210,0.1254406747291431,99732,0.1286950866380712,103253,0.13323861730077374,107494,0.13871124256079118,109820,0.14171273427378353,110510,0.14260311659621033,111489,0.143866427166726,118243,0.15258185065320512,133239,0.17193282646061414,148926,0.19217547499961288,163297,0.21071994508018602,1395427
48,North America,Ohio,11780017,700380,0.059454922688142134,899079,0.07632238561285608,968874,0.08224724972807765,1020041,0.08659079184690481,1074019,0.09117295840914322,1102556,0.09359545066870446,1111903,0.09438891302109326,1130134,0.09593653387766758,1228002,0.10424450151472617,1420206,0.12056060700082182,1547788,0.1313909818636085,1699161,0.14424096331949265,13902143
49,North America,Oklahoma,3986639,291209,0.07304624271221949,391611,0.09823086564898402,425946,0.10684338361211035,440164,0.11040979632216512,448305,0.11245186734991555,453243,0.11369050470835207,458180,0.11492889122892742,480635,0.12056145540140455,554496,0.13908859066496868,615217,0.1543197164328147,645352,0.16187871537904486,667512,0.16743728238247807,5871870
50,North America,Oregon,4246155,113909,0.026826387637756983,143373,0.03376537125940998,155787,0.036688957421478964,165524,0.03898209085631589,185597,0.04370942652823555,201650,0.047490023326986416,208836,0.04918237793957121,219755,0.05175388086398165,279087,0.0657269930089693,331709,0.07811985196018516,367610,0.08657479531482011,392197,0.09236521040800441,2765034
51,North America,Pennsylvania,12964056,657071,0.05068406060572401,854991,0.06595088759258677,941357,0.07261284585626597,1038949,0.08014073681878572,1165926,0.0899352795143742,1215767,0.0937798324845249,1226091,0.09457618819295442,1241100,0.09573392771521505,1315343,0.10146076197140771,1449092,0.11177767204954993,1583459,0.12214225239384958,1744526,0.134566373363398,14433672
52,North America,Rhode Island,1095610,87949,0.08027400261041794,115956,0.10583693102472595,126588,0.11554111408256587,137848,0.1258184938071029,148186,0.13525433320250818,151844,0.13859311251266418,152618,0.13929956827703288,154339,0.1408703827091757,162969,0.14874727320853223,172719,0.15764642527906828,179963,0.16425826708409014,192741,0.1759211763309937,1783720
53,North America,South Carolina,5190705,307507,0.05924185635669914,445916,0.08590663503319877,517976,0.099789142322671,552681,0.10647513199074114,579556,0.11165265604575872,593262,0.11429314515080322,597021,0.11501732423630316,617148,0.1188948322048739,740634,0.14268466422191206,860369,0.16575185836991313,899481,0.17328686565697723,919184,0.17708268915301487,7630735
54,North America,South Dakota,895376,99164,0.11075123746895159,108315,0.1209715248119226,112470,0.12561203338038993,117989,0.1317759243044263,122660,0.1369927270777863,124191,0.1387026232554815,124570,0.1391259091152767,125225,0.13985744536373546,132837,0.14835890173513697,145474,0.1624725255088365,154885,0.17298319365272244,167144,0.18667464841586104,1534924
55,North America,Tennessee,6975218,592171,0.08489641470703854,723154,0.103674752531032,769255,0.1102840083277684,807582,0.11577874698683252,842431,0.12077486323724936,859465,0.12321693744912346,865966,0.12414895133026667,899484,0.12895424917185383,1063001,0.15239681397771368,1233240,0.17680307626227595,1281681,0.18374780544493377,1319180,0.18912383813667186,11256610
56,North America,Texas,29527941,1823831,0.06176627757417966,2444492,0.08278572488342482,2700109,0.09144250863952891,2838945,0.09614436035346996,2939049,0.09953450530126702,2996383,0.10147619165183241,3043106,0.1030585234507208,3180626,0.10771580720782394,3665387,0.12413283405029833,4111571,0.1392434033920618,4277485,0.14486228484403976,4373906,0.14812770047190219,38394890
57,North America,Utah,3337975,276612,0.08286820602311282,347208,0.10401755555389121,371492,0.11129262501966013,386128,0.11567731933282903,397733,0.11915397808551592,406282,0.12171511170694807,415679,0.12453029156899018,432467,0.12955968813427302,466107,0.13963765456601682,510209,0.1528498565747197,553061,0.16568758004478765,598098,0.17917989200038945,5161076
58,North America,Vermont,645570,7412,0.011481326579611815,12083,0.018716792911690445,15284,0.023675201759685238,19523,0.030241492014808618,23032,0.03567699862137336,24224,0.03752342890778692,24412,0.037814644422758184,24889,0.03855352634106294,28399,0.043990581966324334,33852,0.0524373809191877,40340,0.06248741422308967,50510,0.07824093436807782,303960
59,North America,Virginia,8642274,354766,0.041050075477819845,507640,0.05873916980646529,577174,0.06678496886351902,620801,0.0718330615298705,660553,0.07643277683628175,675597,0.07817352238542773,680564,0.07874825537815626,694384,0.08034737153670435,769842,0.08907863833060604,869328,0.1005901918869964,927999,0.10737903010249386,971529,0.11241589887106102,8310177
60,North America,Washington,7738692,246752,0.03188549176010623,313335,0.04048940053435387,340708,0.04402656159464675,365762,0.047264059611107405,404709,0.05229682225368318,436984,0.056467423693823196,452072,0.058417107180386556,473076,0.061131260941771556,567104,0.07328163467418009,660910,0.08540332138816224,730108,0.09434514256414392,774465,0.10007698975485779,5765985
61,North America,West Virginia,1782959,87820,0.049255198801542825,121425,0.06810308032882416,132048,0.07406115339724581,142233,0.0797735674235919,153498,0.0860917160742339,161858,0.09078055075859849,164097,0.09203632837322676,167016,0.0936734944550043,191156,0.10721278503880347,242104,0.13578775507456986,273030,0.15313307821436162,295949,0.16598755215347072,2132234
62,North America,Wisconsin,5895908,522523,0.0886246868166871,592921,0.1005648324227583,617700,0.10476757778445661,636908,0.1080254305189294,661209,0.11214710270241667,674480,0.11439798585730986,677740,0.11495091171707564,687198,0.11655507514703418,736263,0.1248769485548282,814187,0.13809357269482495,887242,0.1504843698375212,986229,0.16727347170274706,8494600
63,North America,Wyoming,578803,44409,0.07672558711686014,52057,0.08993906389566053,54471,0.09410974027432477,56389,0.09742347569034715,58142,0.10045214002000681,60374,0.1043083743518952,62353,0.1077274996846941,65127,0.11252014934269518,76007,0.1313175640070974,91169,0.15751300528850057,103622,0.17902809764289404,111275,0.19225021293946298,835395
64,North America,Puerto Rico,3263584,77054,0.02361023954033357,94238,0.028875616500142174,100584,0.030820104523125495,107980,0.03308632472766137,132578,0.04062343730083246,138771,0.042521044348789554,140106,0.04293010383676351,147545,0.04520949974016296,171472,0.0525410101287419,181402,0.055583677331424594,185313,0.056782053104807474,188605,0.057790760096875095,1665648
65,North America,Mexico,16992418,147443,0.008676987583521074,192396,0.011322461582571709,217109,0.012776816107042564,234161,0.013780322494420747,244538,0.014391006624248533,252469,0.014857744200972457,259913,0.015295821936583716,292617,0.01722044502436322,337715,0.0198744522409936,362908,0.02135705465814224,374088,0.022014995158428894,379161,0.022313540074167196,3294518
66,North America,Ciudad de Mexico,9209944,334137,0.03628002515541897,482472,0.05238598627744099,556885,0.060465622809432934,610654,0.06630376905657624,641559,0.06965938120796392,659928,0.07165385587577948,686968,0.07458981292394394,787339,0.0854879247908565,897323,0.0974297997903136,948222,0.10295632633596903,971426,0.10547577705141313,985173,0.10696840284805206,8562086
67,North America,Jalisco,8348151,52399,0.006276719239984998,70362,0.008428453198798152,78194,0.00936662501672526,82746,0.009911895460443876,85514,0.010243465888434456,87165,0.010441234232586354,89103,0.010673381446981493,106645,0.012774685076970936,134418,0.016101529548279613,154803,0.018543387631584526,161006,0.01928642641945504,163415,0.019574993312890483,1265770
68,North America,Veracruz,8062579,43211,0.005359451361654875,51213,0.006351937760857909,55208,0.006847436781704712,57888,0.007179836625476786,59840,0.00742194278034361,61649,0.007646312674889759,65681,0.008146400798057297,80461,0.009979561130501791,104507,0.012961981519808985,118027,0.014638864313763622,122285,0.015166983170025372,123954,0.015373988893628204,943924
69,North America,Puebla,6583278,47636,0.007235908919538261,61988,0.00941597787606721,71072,0.010795837575141139,78568,0.011934480056895668,83427,0.012672562209889967,85246,0.012948868329728747,86427,0.01312826224260923,91287,0.013866496295614435,107725,0.016363428674894178,119442,0.018143241102684712,123943,0.01882694305177451,125812,0.019110844172158612,1082573
70,North America,Guanajuato,6166934,83520,0.013543196667906612,107803,0.017480809750842152,119423,0.019365052390701767,127898,0.020739317138792145,130812,0.02121183719494971,132002,0.021404801802646176,133102,0.02158317244841602,138894,0.0225223749759605,155578,0.025227771206891462,174641,0.02831893449808284,188805,0.030615699795068344,196638,0.03188586094808214,1689116
71,North America,Nuevo Leon,5784442,83209,0.014384965740861434,107137,0.018521579090947753,115310,0.019934507079507408,120006,0.02074633992353973,122617,0.02119772313388223,124326,0.021493170819242374,127566,0.02205329399101936,143203,0.02475657980493192,178937,0.03093418518156116,197356,0.034118416262104455,204018,0.035270126314690335,207089,0.035801033185223395,1730774
72,North America,Chiapas,5543828,8293,0.0014958977803784677,9350,0.0016865602612490863,10001,0.0018039881468184078,10462,0.001887143684832935,10949,0.0019749891230391708,11533,0.002080331496576012,12353,0.00222824373339144,14570,0.002628147915122908,19885,0.0035868717427741266,22323,0.004026640076135118,23237,0.004191508105951339,23522,0.00424291662728353,176478
73,North America,Michoacan,4748846,33235,0.006998542382717823,40395,0.008506277103953255,43224,0.009102000780821278,45343,0.009548214450415954,47234,0.009946416455703133,48524,0.01021806139849555,49349,0.010391787815397678,53927,0.01135581149609821,64996,0.013686693567237177,71075,0.014966794037962064,72977,0.015367312395474605,73623,0.015503345444345847,643902
74,North America,Oaxaca,4132148,28404,0.0068739067429337,35308,0.008544708466395686,40496,0.00980022980783844,43658,0.010565449253027723,46007,0.011133918727015586,47254,0.011435698818144945,48737,0.01179459206204618,55367,0.01339908444712048,68105,0.016481742667494,77209,0.018684955137134487,81515,0.01972702817033659,83263,0.020150052708663872,655323
75,North America,Baja California,3769020,34889,0.009256782930310797,42237,0.011206361335307322,44909,0.011915298937124239,46452,0.012324689176496808,47731,0.01266403468275573,49501,0.013133652779767685,50812,0.013481488556707048,52768,0.014000456352049074,57000,0.015123294649537546,61326,0.016271073117149815,69508,0.018441929201755365,81310,0.021573247157085928,638443
76,North America,Chihuahua,3741869,36517,0.009759026839261343,40845,0.010915668079240614,43227,0.011552248355033273,46533,0.012435764052669936,52625,0.014063827461624124,56116,0.014996783692855094,57839,0.015457248770601001,60321,0.01612055365914734,62955,0.016824479959079274,65557,0.01751985438293003,68612,0.018336291302554954,73529,0.019650340511653402,664676
77,North America,Guerrero,3540685,26024,0.00734999018551495,31599,0.008924544261915421,35355,0.009985355941011414,37766,0.01066629762320003,39712,0.011215908786011747,41168,0.011627128648834901,41977,0.01185561550942826,52029,0.014694614177765037,68681,0.019397658927580396,74651,0.021083773337645117,76251,0.02153566329679144,77049,0.02176104341391567,602262
78,North America,Tamaulipas,3527735,39416,0.011173174855821087,48283,0.013686685649574018,51686,0.014651327268062935,54568,0.015468282056333596,56733,0.016081990285551493,59866,0.016970095542890834,65848,0.018665801144360332,73193,0.020747873635633064,86887,0.024629684485937862,97067,0.02751538876928114,101382,0.02873855320765307,103153,0.029240575043193436,838082
79,North America,Hidalgo,3082841,24599,0.007979328158669228,31921,0.010354410104186366,34544,0.011205248665111175,36719,0.01191076672458943,38331,0.012433661028901588,39012,0.012654561166145124,39650,0.012861513130258745,44552,0.014451604867069045,54887,0.017804032060038128,60366,0.019581288817684728,61980,0.020104831874235486,62715,0.02034324832192124,529276
80,North America,Sinaloa,3026943,26847,0.008869344417783883,31310,0.010343769274809601,33960,0.01121924000551051,36278,0.0119850291201387,37861,0.012507998994364942,39317,0.012989012346780234,42907,0.01417502741214486,57738,0.0190746902072487,67950,0.022448391000425182,71846,0.023735498157712254,73464,0.024270030852910015,74602,0.024645987717641198,594080
81,North America,Sonora,2944840,52146,0.01770758343407452,63062,0.021414406215617826,67780,0.02301653060947284,70597,0.02397311908287038,73435,0.02493683867374798,75365,0.025592222327868407,79931,0.02714273101424865,88800,0.030154439629996876,101129,0.03434108474484183,108229,0.036752081607150135,112063,0.03805401991279662,118138,0.0401169503266731,1010675
82,North America,San Luis Potosi,2822255,39968,0.014161725287048831,50976,0.018062152427757237,57330,0.020313543602544774,60350,0.02138360991476674,62582,0.02217446687134933,64334,0.02279524706307545,65581,0.023237092325108823,71280,0.025256399581185966,90407,0.03203360433412289,99391,0.03521687444968651,103140,0.03654524484853424,105372,0.03733610180511683,870711
83,North America,Tabasco,2402598,44592,0.018559908898617247,52936,0.02203281614319166,57490,0.023928264320539683,61166,0.025458274750915468,64764,0.026955820324498732,68581,0.02854451722676869,76968,0.032035321764190265,87667,0.03648841795423121,114908,0.04782656108096319,134802,0.05610676442750722,142169,0.05917302852994966,143696,0.05980859053408019,1049739
84,North America,Yucatan,2320898,26748,0.011524849433279704,30240,0.013029439466964943,32833,0.014146679431840607,35195,0.015164388956343621,37280,0.01606274812594091,40104,0.017279518531189222,47295,0.020377888213958563,54511,0.023487029589408927,62033,0.026728016483275007,70292,0.030286552877377637,73672,0.031742885727851895,75165,0.03238617121476256,585368
85,North America,Morelos,1971520,9930,0.005036722934588541,19303,0.009790922739814965,26337,0.013358728290861873,30257,0.01534704187631878,32300,0.016383298165882163,33729,0.017108119623437754,34465,0.017481435643564358,37105,0.01882050397662717,42476,0.021544797922415194,48099,0.024396912027268302,49387,0.025050215062489854,50410,0.025569104041551695,413798
86,North America,Quintana Roo,1857985,15968,0.008594256681297211,18880,0.010161545975882475,20191,0.010867149088932365,21340,0.0114855609706214,23330,0.012556613750918334,27206,0.014642744693848443,33345,0.017946861788442858,43974,0.023667575357174574,54613,0.029393671100681654,58075,0.0312569800079118,59478,0.032012099128895015,59823,0.032197784158644986,436223
87,North America,Durango,1832650,25248,0.013776771342045671,28876,0.015756418301366874,30911,0.016866832182904537,32354,0.017654216571631243,33583,0.018324830163970206,34239,0.018682781764112078,34790,0.018983439281914167,37609,0.020521648978255532,44331,0.02418956156385562,47349,0.025836357187679043,48692,0.026569175783701198,49871,0.027212506479687884,447853
88,North America,Zacatecas,1622138,21203,0.013071021084519319,25262,0.015573274283692262,27473,0.01693629025397346,28970,0.01785914638581921,30040,0.018518769673110426,30782,0.018976190681680598,31138,0.019195654130536366,33405,0.02059319244108701,38523,0.023748287753569672,40583,0.025018216699195753,41561,0.025621124713187164,42078,0.025939839890317593,391018
89,North America,Aguascalientes,1425607,17021,0.011939475605829657,21065,0.014776162013794825,23102,0.016205027051634846,24931,0.017487989326651736,26060,0.018279932688321537,26523,0.018604706626721108,26793,0.018794099636154984,27921,0.01958534154223429,31186,0.0218755940452032,33851,0.02374497319387461,35837,0.025138063996599343,37220,0.026108177078255086,331510
90,North America,Tlaxcala,1342977,11351,0.00845211794394096,15173,0.011298034143548252,17206,0.012811835198964687,18549,0.013811852325095665,19477,0.014502854479265095,19947,0.014852823242691424,20193,0.015035998382697544,21284,0.015848372682480787,25470,0.018965328520145916,28435,0.021173110187292857,29222,0.02175912171243439,29460,0.02193633993731836,255767
91,North America,Nayarit,1235456,7922,0.006412207314546208,10021,0.008111175145047658,10864,0.00879351429755491,11332,0.009172321798590965,11802,0.009552748135101534,12209,0.00988218115416494,12784,0.010347596353087444,19212,0.0155505335681724,29564,0.023929625984251968,32944,0.02666545793617903,33940,0.02747163800248653,34216,0.027695037297969332,226810
92,North America,Campeche,928363,7273,0.00783422001953977,7980,0.008595775574855956,8495,0.009150515477243276,8971,0.009663245950129422,9541,0.01027722991976199,10247,0.01103770831021917,11898,0.01281610749243561,14742,0.015879564351444424,19946,0.021485130277703872,22871,0.02463583749029205,23938,0.02578517239484986,24177,0.026042614796151935,170079
93,North America,Baja California Sur,798447,17820,0.022318325449278413,23541,0.029483484814896918,26457,0.03313557443386975,28417,0.035590339747033926,30342,0.038001269965320175,32286,0.040435996377968735,40031,0.05013607665881392,49335,0.061788697308650414,53699,0.0672543074242874,55312,0.06927447908251894,56019,0.07015994799905316,57089,0.07150004947103565,470348
94,North America,Colima,731391,7949,0.010868331713132921,9507,0.012998519259876044,10401,0.0142208476724488,10827,0.014803299466359308,11304,0.015455481404611213,11947,0.016334628126405713,12386,0.016934854270834614,16098,0.0220101149727027,26481,0.036206352005972185,31823,0.043510242811300656,33113,0.045274005285818396,33324,0.04556249666730928,215160
