,Unnamed: 0,Region,Division,State,County,Population,Combined Key,jan_cases,jan_rate,feb_cases,feb_rate,mar_cases,mar_rate,apr_cases,apr_rate,may_cases,may_rate,jun_cases,jun_rate,jul_cases,jul_rate,aug_cases,aug_rate,sep_cases,sep_rate,oct_cases,oct_rate,nov_cases,nov_rate,dec_cases,dec_rate,total,total rate
14,1987,2,4,North Dakota,Adams,2167,"Adams, North Dakota, US",12,0.0055376095985233045,67,0.03091832025842178,10,0.0046146746654360865,2,0.0009229349330872173,1,0.00046146746654360867,1,0.00046146746654360867,1,0.00046146746654360867,2,0.0009229349330872173,25,0.011536686663590217,45,0.02076603599446239,49,0.022611905860636824,53,0.02445777572681126,268,0.12367328103368712
15,2040,2,3,Ohio,Adams,27542,"Adams, Ohio, US",475,0.01724638733570547,586,0.02127659574468085,207,0.00751579405998112,89,0.003231428363953235,94,0.0034129692832764505,68,0.00246895650279573,26,0.0009440127804807203,94,0.0034129692832764505,441,0.016011909084307604,878,0.031878585433156637,389,0.014123883523346162,308,0.011182920630310072,3655,0.1327064120252705
16,2241,1,2,Pennsylvania,Adams,104127,"Adams, Pennsylvania, US",2613,0.025094355930738426,1921,0.018448625236490056,712,0.0068378038357006345,866,0.008316767024883076,1003,0.009632468043831091,444,0.004264023740240284,113,0.0010852132492052975,178,0.0017094509589251586,748,0.007183535490314712,1486,0.014271034409903292,1374,0.013195424817770607,1243,0.01193734574125827,12701,0.1219760484792609
17,2931,4,9,Washington,Adams,20621,"Adams, Washington, US",273,0.013238931186654382,182,0.008825954124436255,112,0.005431356384268464,76,0.0036855632607536008,95,0.004606954075942001,99,0.004800931089665875,76,0.0036855632607536008,28,0.001357839096067116,292,0.014160322001842782,456,0.022113379564521606,200,0.009698850686193685,110,0.005334367877406527,1999,0.09694001260850589
18,3025,2,3,Wisconsin,Adams,20875,"Adams, Wisconsin, US",292,0.013988023952095809,236,0.011305389221556886,77,0.0036886227544910177,56,0.002682634730538922,92,0.004407185628742515,59,0.0028263473053892216,18,0.0008622754491017964,27,0.0012934131736526946,199,0.009532934131736528,335,0.016047904191616766,265,0.012694610778443114,287,0.013748502994011976,1943,0.09307784431137725
19,2784,1,1,Vermont,Addison,37260,"Addison, Vermont, US",96,0.0025764895330112722,328,0.00880300590445518,158,0.004240472356414385,170,0.004562533548040795,100,0.0026838432635534087,36,0.000966183574879227,6,0.00016103059581320451,31,0.0008319914117015567,136,0.0036500268384326356,133,0.0035695115405260333,136,0.0036500268384326356,378,0.010144927536231883,1708,0.045840042941492215
20,2314,3,5,South Carolina,Aiken,170776,"Aiken, South Carolina, US",2732,0.015997564060523727,3956,0.023164847519557785,2704,0.015833606595774583,693,0.00405794725254134,621,0.0036363423431863963,386,0.0022602707640417856,37,0.00021665807841851314,699,0.004093080994987586,4304,0.025202604581440014,3366,0.019710029512343654,1056,0.0061835386705391855,612,0.003583641729517028,21166,0.1239401321028716
21,1311,2,4,Minnesota,Aitkin,15887,"Aitkin, Minnesota, US",235,0.01479196827594889,107,0.006735066406495877,59,0.0037137282054509977,36,0.0022660036507836595,96,0.006042676402089759,49,0.003084282746899981,20,0.0012588909171020331,12,0.0007553345502612199,83,0.005224397305973437,156,0.009819349153395858,275,0.017309750110152955,308,0.019386920123371308,1436,0.09038836784792598
22,319,3,5,Florida,Alachua,279238,"Alachua, Florida, US",2955,0.010582370594260093,4826,0.017282748050050496,1679,0.006012791955249643,1069,0.0038282755212399456,1238,0.004433494008695092,806,0.0028864266324783875,257,0.0009203618418696596,2345,0.008397854160250396,6085,0.02179144672286723,4727,0.016928211776334166,958,0.0034307651537398205,527,0.0018872789520050996,27472,0.09838202536904003
23,1887,3,5,North Carolina,Alamance,173877,"Alamance, North Carolina, US",3148,0.018104752209895502,3455,0.01987036813379573,1901,0.010933015867538547,1140,0.006556358805362411,901,0.0051818239330101165,1036,0.005958234844171455,205,0.0011789943465783284,378,0.002173950551251747,2422,0.01392938686542786,3144,0.018081747442157386,1490,0.008569275982447363,1013,0.0058259574296773,20233,0.11636386641131374
24,185,4,9,California,Alameda,1648556,"Alameda, California, US",23921,0.01451027444624265,21353,0.01295254756283681,6561,0.003979846605150204,2841,0.001723326353487537,3225,0.0019562574762398122,1821,0.0011046030586768056,1249,0.0007576327404103955,7313,0.004436003387206743,12594,0.00763941291651603,6233,0.003780884604465969,4103,0.002488844782949442,3283,0.001991439781238854,94497,0.05732107371542125
25,244,4,8,Colorado,Alamosa,16547,"Alamosa, Colorado, US",255,0.015410648455913459,211,0.01275155617332447,87,0.0052577506496645915,41,0.0024777905360488304,127,0.007675107270200036,205,0.012388952680244153,37,0.002236054873995286,84,0.005076448903124434,133,0.008037710763280352,264,0.015954553695533932,361,0.021816643500332387,382,0.023085755726113495,2187,0.13216897322777543
26,1825,1,2,New York,Albany,313743,"Albany, New York, US",5949,0.018961379218022396,6854,0.0218459057253867,2119,0.00675393554597234,1806,0.005756303726298276,1463,0.004663052243396666,475,0.0015139780011028134,101,0.0003219195328660719,350,0.0011155627376547047,1840,0.005864672677956161,2265,0.007219284573679732,2506,0.007987429201607684,2887,0.00920179892459752,28615,0.09120522210854107
27,3097,4,8,Wyoming,Albany,37608,"Albany, Wyoming, US",349,0.009279940438204638,320,0.008508827908955541,120,0.003190810465858328,70,0.0018613061050840247,263,0.006993192937672836,288,0.007657945118059987,115,0.0030578600297808977,129,0.0034301212507977024,486,0.012922782386726228,569,0.015129759625611573,552,0.014677728142948309,455,0.01209848968304616,3716,0.09880876409274622
28,2799,3,5,Virginia,Albemarle,113535,"Albemarle, Virginia, US",916,0.008067996653014489,1109,0.009767912978376711,904,0.007962302373717357,434,0.0038226097679129782,421,0.003708107632007751,91,0.0008015149513365922,34,0.0002994671246752103,116,0.0010217113665389529,587,0.005170211828951425,1027,0.00904566873651297,530,0.004668164002290043,436,0.0038402254811291674,6605,0.058175892896463646
29,1228,2,3,Michigan,Alcona,10235,"Alcona, Michigan, US",138,0.01348314606741573,77,0.0075232046897899365,17,0.0016609672691744015,55,0.00537371763556424,219,0.021397166585246704,34,0.003321934538348803,1,9.770395701025892e-05,6,0.0005862237420615535,86,0.008402540302882266,111,0.010845139228138739,226,0.022081094284318516,163,0.015925744992672203,1133,0.11069858329262335
30,1399,3,6,Mississippi,Alcorn,34349,"Alcorn, Mississippi, US",679,0.0197676788261667,585,0.017031063495298263,98,0.0028530670470756064,40,0.001164517162071676,139,0.004046697138199074,94,0.0027366153308684385,119,0.0034644385571632364,199,0.0057934728813065885,1148,0.033421642551457104,846,0.02462953797781595,209,0.0060846021718245075,176,0.005123875513115375,4332,0.1261172086523625
31,67,4,9,Alaska,Aleutians East,3398,"Aleutians East, Alaska, US",1,0.0002942907592701589,63,0.018540317834020013,260,0.07651559741024132,2,0.0005885815185403178,2,0.0005885815185403178,3,0.0008828722778104767,0,0.0,6,0.0017657445556209534,28,0.00824014125956445,27,0.007945850500294291,8,0.002354326074161271,13,0.0038257798705120657,413,0.12154208357857563
32,68,4,9,Alaska,Aleutians West,5059,"Aleutians West, Alaska, US",90,0.017790077090334058,142,0.028068788298082625,232,0.045858865388416686,84,0.016604071950978454,36,0.007116030836133623,14,0.0027673453251630758,26,0.005139355603874284,53,0.010476378730974501,32,0.006325360743229888,96,0.01897608222968966,18,0.0035580154180668115,16,0.003162680371614944,839,0.1658430519865586
33,594,2,3,Illinois,Alexander,5030,"Alexander, Illinois, US",76,0.015109343936381709,75,0.014910536779324055,32,0.006361829025844931,9,0.0017892644135188867,7,0.0013916500994035786,6,0.0011928429423459245,5,0.0009940357852882703,20,0.003976143141153081,119,0.023658051689860835,71,0.01411530815109344,73,0.014512922465208748,47,0.00934393638170974,540,0.1073558648111332
34,1888,3,5,North Carolina,Alexander,36644,"Alexander, North Carolina, US",999,0.0272623076083397,852,0.02325073681912455,404,0.011024997271040279,247,0.006740530509769676,186,0.005075865080231416,71,0.0019375614015937125,34,0.0009278463049885384,112,0.0030564348870210675,756,0.020630935487392206,785,0.021422333806353017,382,0.010424626132518284,324,0.00884182949459666,5152,0.1405960048029691
35,2893,3,5,Virginia,Alexandria,154706,"Alexandria, Virginia, US",1962,0.0126821196333691,2116,0.013677556138740578,860,0.0055589311338926735,623,0.004026993135366437,692,0.004473000400760151,181,0.0011699610874820628,49,0.00031672979716365233,232,0.0014996186314687214,729,0.004712163716985767,826,0.005339159437901568,657,0.004246764831357543,506,0.0032707199462205733,9433,0.06097371789070883
36,1229,2,3,Michigan,Alger,8821,"Alger, Michigan, US",83,0.00940936401768507,105,0.011903412311529304,10,0.0011336583153837433,19,0.0021539507992291125,43,0.004874730756150096,19,0.0021539507992291125,4,0.00045346332615349736,0,0.0,44,0.004988096587688471,168,0.019045459698446888,125,0.014170728942296791,137,0.015531118920757283,757,0.08581793447454937
37,789,2,4,Iowa,Allamakee,13926,"Allamakee, Iowa, US",334,0.023983914979175642,145,0.010412178658624156,83,0.005960074680453827,73,0.0052419933936521616,14,0.0010053138015223323,23,0.0016515869596438317,8,0.0005744650294413328,34,0.002441476375125664,102,0.007324429125376993,179,0.012853655033749821,118,0.008473359184259658,131,0.009406864857101824,1244,0.08932931207812725
38,1230,2,3,Michigan,Allegan,120950,"Allegan, Michigan, US",1607,0.013286482017362546,1194,0.009871847871021083,364,0.0030095080611823068,1025,0.00847457627118644,2012,0.01663497312939231,739,0.0061099627945431995,97,0.000801984291029351,150,0.0012401818933443572,749,0.006192641587432823,1295,0.010706903679206283,1655,0.01368334022323274,3205,0.02649855312112443,14092,0.11651095494005788
39,1191,3,5,Maryland,Allegany,67729,"Allegany, Maryland, US",2108,0.03112403844734161,731,0.010793013332545882,203,0.0029972389965893485,128,0.0018898846875046139,305,0.004503240856944588,167,0.0024657089282286763,48,0.0007087067578142302,54,0.000797295102541009,609,0.008991716989768046,1278,0.01886931742680388,810,0.011959426538115134,754,0.011132601987331866,7195,0.10623219005152888
40,1826,1,2,New York,Allegany,46106,"Allegany, New York, US",818,0.017741725588860453,710,0.015399297271504794,318,0.006897150045547217,137,0.0029714136988678265,258,0.005595800980349629,233,0.005053572203183967,30,0.0006506745325987941,20,0.0004337830217325294,139,0.003014792001041079,447,0.009695050535722031,765,0.01659220058126925,1095,0.023749620439855984,4970,0.10779508090053355
41,1889,3,5,North Carolina,Alleghany,11049,"Alleghany, North Carolina, US",241,0.021811928681328627,192,0.017377138202552267,81,0.007330980179201738,34,0.003077201556701964,66,0.005973391257127342,62,0.0056113675445741695,22,0.0019911304190424473,12,0.0010860711376595167,109,0.009865146167073943,324,0.02932392071680695,81,0.007330980179201738,194,0.017558150058828853,1418,0.12833740610009955
42,2800,3,5,Virginia,Alleghany,14986,"Alleghany, Virginia, US",443,0.029560923528626718,340,0.02268784198585346,128,0.008541305218203657,19,0.0012678499933271054,56,0.0037368210329640997,38,0.002535699986654211,17,0.0011343920992926732,24,0.0016014947284131856,182,0.012144668357133324,360,0.024022420926197784,186,0.012411584145202189,142,0.009475510476444682,1935,0.1291205124783131
43,2242,1,2,Pennsylvania,Allegheny,1238090,"Allegheny, Pennsylvania, US",25529,0.0206196641601176,14974,0.012094435784151394,7309,0.005903448053049455,9310,0.007519647198507378,11663,0.00942015523911832,3925,0.0031702057201011234,630,0.0005088483066659128,1441,0.0011638895395326672,6902,0.005574715893028779,11547,0.009326462535033803,11704,0.009453270763837847,16717,0.013502249432593753,121651,0.09825699262573803
44,696,2,3,Indiana,Allen,388608,"Allen, Indiana, US",8438,0.021713397562582344,5502,0.01415822628458498,2085,0.005365303853754941,1994,0.005131134716732543,2156,0.005548007246376812,1412,0.003633481554677207,411,0.00105762104743083,1359,0.0034970973320158105,5913,0.01521584733201581,5991,0.015416563735177866,4178,0.010751194005270092,7005,0.018025876976284584,46444,0.11951375164690382
45,886,2,4,Kansas,Allen,12464,"Allen, Kansas, US",309,0.024791399229781772,297,0.023828626444159177,147,0.011793966623876766,86,0.00689987163029525,26,0.002086007702182285,6,0.00048138639281129655,13,0.0010430038510911425,100,0.008023106546854942,214,0.017169448010269577,217,0.017410141206675226,142,0.011392811296534019,291,0.023347240051347883,1848,0.14826700898587933
46,992,3,6,Kentucky,Allen,20797,"Allen, Kentucky, US",415,0.01995480117324614,401,0.01928162715776314,244,0.011732461412703756,145,0.006972159446073953,111,0.005337308265615233,43,0.002067605904697793,25,0.001202096456219647,111,0.005337308265615233,652,0.03135067557820839,690,0.03317786219166226,245,0.011780545270952542,163,0.007837668894552098,3245,0.15603212001731018
47,1112,3,7,Louisiana,Allen,22687,"Allen, Louisiana, US",335,0.014766165645523868,380,0.016749680433728566,155,0.006832106492705073,100,0.004407810640454886,75,0.0033058579803411647,59,0.0026006082778683827,48,0.002115749107418345,186,0.008198527791246088,784,0.03455723542116631,367,0.01617666505046943,118,0.0052012165557367655,60,0.0026446863842729314,2667,0.11755630978093182
48,2041,2,3,Ohio,Allen,101670,"Allen, Ohio, US",2802,0.027559752139274123,1965,0.01932723517261729,495,0.004868692829743287,303,0.002980230156388315,465,0.0045736205370315725,311,0.003058916101111439,88,0.0008655453919543622,170,0.0016720763253663814,763,0.007504671977967936,1893,0.018619061670109176,1663,0.016356840759319365,2340,0.02301563883151372,13258,0.13040228189239697
49,1231,2,3,Michigan,Alpena,28893,"Alpena, Michigan, US",423,0.01464022427577614,282,0.009760149517184093,66,0.0022842903125324474,132,0.004568580625064895,453,0.01567853805419998,184,0.006368324507666217,13,0.0004499359706503305,57,0.0019727961790052956,176,0.006091440833419859,287,0.009933201813588066,462,0.01599003218772713,806,0.027896030180320493,3341,0.11563354445713495
50,186,4,9,California,Alpine,1235,"Alpine, California, US",16,0.012955465587044534,7,0.005668016194331984,8,0.006477732793522267,6,0.004858299595141701,0,0.0,1,0.0008097165991902834,0,0.0,0,0.0,3,0.0024291497975708503,10,0.008097165991902834,3,0.0024291497975708503,3,0.0024291497975708503,57,0.046153846153846156
51,187,4,9,California,Amador,41259,"Amador, California, US",1956,0.047407838289827677,727,0.017620397973775417,239,0.005792675537458494,90,0.002181342252599433,93,0.002254053661019414,37,0.0008967740371797669,71,0.0017208366659395525,166,0.004023364599238954,685,0.016602438255895684,515,0.012482125112096754,435,0.01054315422089726,199,0.004823190091858746,5213,0.12634819069778716
52,2801,3,5,Virginia,Amelia,13268,"Amelia, Virginia, US",135,0.010174856798311727,287,0.02163099186011456,124,0.009345794392523364,51,0.003843834790473319,58,0.004371419957793186,42,0.003165511003919204,5,0.00037684654808561955,33,0.002487187217365089,139,0.010476334036780223,212,0.015978293638830268,131,0.009873379559843232,129,0.009722640940608984,1346,0.10144709074464878
53,2802,3,5,Virginia,Amherst,31273,"Amherst, Virginia, US",643,0.02056086720173952,929,0.0297061362836952,275,0.008793527963418923,115,0.003677293511975186,113,0.0036133405813321396,52,0.0016627761967192146,31,0.0009912704249672242,74,0.0023662584337927287,417,0.013334186039075241,621,0.019857384964666006,261,0.008345857448917597,166,0.005308093243372877,3697,0.11821699229367186
54,1400,3,6,Mississippi,Amite,12637,"Amite, Mississippi, US",303,0.023977209780802405,198,0.015668275698346126,48,0.0037983698662657278,68,0.0053810239772097805,44,0.003481839044076917,24,0.0018991849331328639,22,0.0017409195220384585,102,0.00807153596581467,402,0.03181134762997547,229,0.01812138957030941,60,0.00474796233283216,34,0.0026905119886048903,1534,0.12138957030940888
55,69,4,9,Alaska,Anchorage,288121,"Anchorage, Alaska, US",5884,0.020421975489464495,2586,0.008975395753867299,1225,0.004251685923622367,1841,0.006389676559501043,1609,0.005584459307027256,629,0.0021831105681293624,421,0.001461191652118381,1838,0.0063792642674431925,5286,0.018346458605932925,9898,0.03435362226286873,9271,0.03217745322277793,3942,0.013681751764015813,44430,0.1542060453767688
56,887,2,4,Kansas,Anderson,7778,"Anderson, Kansas, US",209,0.026870660838261763,169,0.021727950629982,50,0.006428387760349704,16,0.0020570840833119054,7,0.0008999742864489586,6,0.0007714065312419646,10,0.0012856775520699408,29,0.0037284649010028287,81,0.01041398817176652,106,0.013628182051941374,52,0.006685523270763692,89,0.011442530213422474,824,0.10593983029056313
57,993,3,6,Kentucky,Anderson,24035,"Anderson, Kentucky, US",442,0.01838984813813189,478,0.0198876638235906,170,0.007073018514666112,64,0.0026627834408154776,45,0.0018722696068233825,33,0.0013729977116704805,38,0.0015810276679841897,107,0.004451841065113376,396,0.016475972540045767,676,0.02812565009361348,559,0.023257749115872684,266,0.011067193675889328,3274,0.13621801539421677
58,2316,3,5,South Carolina,Anderson,206908,"Anderson, South Carolina, US",3887,0.01878612716763006,5572,0.026929843215342083,2783,0.013450422409959983,1378,0.006659964815280221,863,0.00417093587488159,532,0.0025711910607613044,120,0.0005799679084423996,524,0.0025325265335318114,4976,0.024049335936744833,5921,0.02861658321572873,1969,0.009516306764359038,979,0.004731571519709243,29504,0.14259477642237128
59,2425,3,6,Tennessee,Anderson,77576,"Anderson, Tennessee, US",2720,0.035062390430029906,1476,0.019026503042177994,526,0.006780447561101371,491,0.006329277096009075,262,0.003377333195833763,146,0.001882025368670723,34,0.0004382798803753738,237,0.003055068577910694,1502,0.019361658244817986,1861,0.023989378158193256,685,0.008830050531092091,521,0.006715994637516758,10461,0.134848406723729
60,2520,3,7,Texas,Anderson,58402,"Anderson, Texas, US",1333,0.022824560802712234,1003,0.017174069381185576,241,0.004126571007842197,13,0.0002225951166055957,37,0.0006335399472620801,109,0.0018663744392315332,22,0.0003766994281017773,5,8.561350638676758e-05,448,0.007670970172254375,1113,0.019057566521694463,251,0.0042977980206157325,58,0.000993116674086504,4633,0.07932947501797884
61,2521,3,7,Texas,Andrews,18440,"Andrews, Texas, US",423,0.02293926247288503,216,0.011713665943600867,45,0.002440347071583514,45,0.002440347071583514,77,0.004175704989154013,18,0.0009761388286334057,6,0.00032537960954446855,54,0.002928416485900217,175,0.009490238611713666,619,0.03356832971800434,207,0.011225596529284164,29,0.0015726681127982646,1914,0.10379609544468546
62,1175,1,1,Maine,Androscoggin,111034,"Androscoggin, Maine, US",1125,0.010132031629951186,1627,0.014653169299493849,481,0.004332006412450241,486,0.0043770376641389126,1896,0.0170758506403444,1064,0.009582650359349389,140,0.0012608750472828142,85,0.000765531278707423,280,0.0025217500945656285,970,0.008736062827602356,1226,0.01104166291406236,2050,0.018462813192355494,11430,0.10294144136030405
63,2522,3,7,Texas,Angelina,86506,"Angelina, Texas, US",2132,0.024645689316348,1425,0.01647284581416318,792,0.009155434305134904,300,0.0034679675398238273,281,0.003248329595634985,119,0.0013756271241301182,92,0.0010635100455459736,370,0.00427715996578272,2252,0.02603287633227753,1976,0.022842346195639608,445,0.005144151850738677,149,0.001722423878112501,10333,0.11944836196333203
64,1192,3,5,Maryland,Anne Arundel,590336,"Anne Arundel, Maryland, US",7896,0.01337543365134432,8229,0.013939519189071986,2728,0.004621097137901127,3290,0.0055730973547268,3536,0.0059898091934085,1189,0.002014107220294883,191,0.0003235445576756288,704,0.0011925411968777104,2671,0.004524541955767563,3229,0.005469766370338248,2617,0.004433068625325239,2400,0.004065481352992195,38680,0.0655220078057242
65,1312,2,4,Minnesota,Anoka,367018,"Anoka, Minnesota, US",6132,0.016707627418818694,2845,0.007751663406154467,1456,0.003967107880267453,2392,0.0065173915175822435,4727,0.01287947730084083,2103,0.005729964197941246,355,0.0009672550120157595,631,0.0017192617255829415,2551,0.006950612776485077,4204,0.011454479071871134,5650,0.015394340332081806,8225,0.02241034499670316,41271,0.1124495256363448
66,1890,3,5,North Carolina,Anson,22060,"Anson, North Carolina, US",466,0.02112420670897552,639,0.028966455122393472,247,0.011196736174070717,140,0.006346328195829556,94,0.004261106074342702,84,0.0038077969174977336,26,0.0011786038077969175,53,0.0024025385312783317,392,0.017769718948322757,561,0.02543064369900272,229,0.010380779691749773,159,0.007207615593834996,3090,0.14007252946509519
67,1652,2,4,Nebraska,Antelope,6279,"Antelope, Nebraska, US",90,0.01433349259436216,34,0.005414874980092371,12,0.0019111323459149545,22,0.003503742634177417,30,0.004777830864787387,11,0.0017518713170887085,0,0.0,0,0.0,0,0.0,109,0.017359452142060836,71,0.011307533046663482,72,0.011466794075489728,451,0.07182672400063704
68,1232,2,3,Michigan,Antrim,23813,"Antrim, Michigan, US",172,0.007222945449964305,234,0.009826565321463067,90,0.003779448200562718,272,0.011422332339478437,314,0.01318607483307437,100,0.004199386889514131,7,0.0002939570822659892,13,0.000545920295636837,123,0.005165245874102381,250,0.010498467223785328,410,0.017217486247007936,435,0.01826733296938647,2420,0.10162516272624197
69,95,4,8,Arizona,Apache,65623,"Apache, Arizona, US",2102,0.03203145238712037,2044,0.031147615927342547,826,0.01258705027200829,562,0.008564070524054066,291,0.004434420858540451,92,0.0014019474879234414,88,0.0013409932493180744,281,0.004282035262027033,671,0.010225073526050317,688,0.010484129040123127,1211,0.018453895737774867,979,0.014918549898663579,9835,0.14987123417094617
70,386,3,5,Georgia,Appling,18488,"Appling, Georgia, US",354,0.01914755517092168,324,0.01752488100389442,198,0.010709649502379922,49,0.0026503678061445264,43,0.002325832972739074,16,0.0008654262224145391,21,0.0011358719169190826,96,0.005192557334487235,570,0.030830809173517958,353,0.01909346603202077,144,0.007788836001730853,38,0.0020553872782345306,2206,0.11932064041540459
71,2803,3,5,Virginia,Appomattox,16353,"Appomattox, Virginia, US",325,0.019874029230110682,517,0.03161499419066838,164,0.010028740903809698,66,0.004035956705191708,104,0.006359689353635419,32,0.0019568274934262824,10,0.0006115085916957133,28,0.0017122240567479974,223,0.013636641594814407,362,0.022136611019384824,168,0.010273344340487984,125,0.007643857396196416,2124,0.1298844248761695
72,2523,3,7,Texas,Aransas,24510,"Aransas, Texas, US",266,0.010852713178294573,269,0.010975112199102407,122,0.004977560179518564,74,0.003019175846593227,45,0.0018359853121175031,11,0.000448796409628723,36,0.0014687882496940024,160,0.006527947776417789,536,0.021868625050999593,525,0.021419828641370868,83,0.0033863729090167277,28,0.001142390860873113,2155,0.08792329661362709
73,245,4,8,Colorado,Arapahoe,654900,"Arapahoe, Colorado, US",9427,0.014394564055581005,6115,0.009337303405100016,3173,0.004845014506031455,3476,0.00530768056191785,5688,0.008685295464956482,2727,0.0041639945029775536,786,0.0012001832340815392,1898,0.002898152389677813,5195,0.007932508779966407,5040,0.007695831424644984,6757,0.010317605741334555,9604,0.014664834325851275,59886,0.09144296839212093
