,Region,Population,jan_cases,jan_rate,feb_cases,feb_rate,mar_cases,mar_rate,apr_cases,apr_rate,may_cases,may_rate,jun_cases,jun_rate,jul_cases,jul_rate,aug_cases,aug_rate,sep_cases,sep_rate,oct_cases,oct_rate,nov_cases,nov_rate,dec_cases,dec_rate,total
85,Morelos,1971520,9930,0.005036722934588541,19303,0.009790922739814965,26337,0.013358728290861873,30257,0.01534704187631878,32300,0.016383298165882163,33729,0.017108119623437754,34465,0.017481435643564358,37105,0.01882050397662717,42476,0.021544797922415194,48099,0.024396912027268302,49387,0.025050215062489854,50410,0.025569104041551695,413798
86,Quintana Roo,1857985,15968,0.008594256681297211,18880,0.010161545975882475,20191,0.010867149088932365,21340,0.0114855609706214,23330,0.012556613750918334,27206,0.014642744693848443,33345,0.017946861788442858,43974,0.023667575357174574,54613,0.029393671100681654,58075,0.0312569800079118,59478,0.032012099128895015,59823,0.032197784158644986,436223
87,Durango,1832650,25248,0.013776771342045671,28876,0.015756418301366874,30911,0.016866832182904537,32354,0.017654216571631243,33583,0.018324830163970206,34239,0.018682781764112078,34790,0.018983439281914167,37609,0.020521648978255532,44331,0.02418956156385562,47349,0.025836357187679043,48692,0.026569175783701198,49871,0.027212506479687884,447853
88,Zacatecas,1622138,21203,0.013071021084519319,25262,0.015573274283692262,27473,0.01693629025397346,28970,0.01785914638581921,30040,0.018518769673110426,30782,0.018976190681680598,31138,0.019195654130536366,33405,0.02059319244108701,38523,0.023748287753569672,40583,0.025018216699195753,41561,0.025621124713187164,42078,0.025939839890317593,391018
89,Aguascalientes,1425607,17021,0.011939475605829657,21065,0.014776162013794825,23102,0.016205027051634846,24931,0.017487989326651736,26060,0.018279932688321537,26523,0.018604706626721108,26793,0.018794099636154984,27921,0.01958534154223429,31186,0.0218755940452032,33851,0.02374497319387461,35837,0.025138063996599343,37220,0.026108177078255086,331510
90,Tlaxcala,1342977,11351,0.00845211794394096,15173,0.011298034143548252,17206,0.012811835198964687,18549,0.013811852325095665,19477,0.014502854479265095,19947,0.014852823242691424,20193,0.015035998382697544,21284,0.015848372682480787,25470,0.018965328520145916,28435,0.021173110187292857,29222,0.02175912171243439,29460,0.02193633993731836,255767
91,Nayarit,1235456,7922,0.006412207314546208,10021,0.008111175145047658,10864,0.00879351429755491,11332,0.009172321798590965,11802,0.009552748135101534,12209,0.00988218115416494,12784,0.010347596353087444,19212,0.0155505335681724,29564,0.023929625984251968,32944,0.02666545793617903,33940,0.02747163800248653,34216,0.027695037297969332,226810
92,Campeche,928363,7273,0.00783422001953977,7980,0.008595775574855956,8495,0.009150515477243276,8971,0.009663245950129422,9541,0.01027722991976199,10247,0.01103770831021917,11898,0.01281610749243561,14742,0.015879564351444424,19946,0.021485130277703872,22871,0.02463583749029205,23938,0.02578517239484986,24177,0.026042614796151935,170079
93,Baja California Sur,798447,17820,0.022318325449278413,23541,0.029483484814896918,26457,0.03313557443386975,28417,0.035590339747033926,30342,0.038001269965320175,32286,0.040435996377968735,40031,0.05013607665881392,49335,0.061788697308650414,53699,0.0672543074242874,55312,0.06927447908251894,56019,0.07015994799905316,57089,0.07150004947103565,470348
94,Colima,731391,7949,0.010868331713132921,9507,0.012998519259876044,10401,0.0142208476724488,10827,0.014803299466359308,11304,0.015455481404611213,11947,0.016334628126405713,12386,0.016934854270834614,16098,0.0220101149727027,26481,0.036206352005972185,31823,0.043510242811300656,33113,0.045274005285818396,33324,0.04556249666730928,215160
