Region,Division,State,County,Population,Combined Key
3,5,Georgia,Fulton,1065334,"Fulton, Georgia, US"
3,5,Georgia,Gilmer,32026,"Gilmer, Georgia, US"
3,5,Georgia,Glascock,2919,"Glascock, Georgia, US"
3,5,Georgia,Glynn,84739,"Glynn, Georgia, US"
3,5,Georgia,Gordon,58237,"Gordon, Georgia, US"
3,5,Georgia,Grady,25918,"Grady, Georgia, US"
3,5,Georgia,Greene,19536,"Greene, Georgia, US"
3,5,Georgia,Gwinnett,964546,"Gwinnett, Georgia, US"
3,5,Georgia,Habersham,46774,"Habersham, Georgia, US"
3,5,Georgia,Hall,207369,"Hall, Georgia, US"
3,5,Georgia,Hancock,8630,"Hancock, Georgia, US"
3,5,Georgia,Haralson,30572,"Haralson, Georgia, US"
3,5,Georgia,Harris,35626,"Harris, Georgia, US"
3,5,Georgia,Hart,26409,"Hart, Georgia, US"
3,5,Georgia,Heard,11565,"Heard, Georgia, US"
3,5,Georgia,Henry,245235,"Henry, Georgia, US"
3,5,Georgia,Houston,166829,"Houston, Georgia, US"
3,5,Georgia,Irwin,9618,"Irwin, Georgia, US"
3,5,Georgia,Jackson,80286,"Jackson, Georgia, US"
3,5,Georgia,Jasper,15278,"Jasper, Georgia, US"
3,5,Georgia,Jeff Davis,14872,"Jeff Davis, Georgia, US"
3,5,Georgia,Jefferson,15524,"Jefferson, Georgia, US"
3,5,Georgia,Jenkins,8639,"Jenkins, Georgia, US"
3,5,Georgia,Johnson,9160,"Johnson, Georgia, US"
3,5,Georgia,Jones,28400,"Jones, Georgia, US"
3,5,Georgia,Lamar,19080,"Lamar, Georgia, US"
3,5,Georgia,Lanier,9907,"Lanier, Georgia, US"
3,5,Georgia,Laurens,49547,"Laurens, Georgia, US"
3,5,Georgia,Lee,33411,"Lee, Georgia, US"
3,5,Georgia,Liberty,65711,"Liberty, Georgia, US"
3,5,Georgia,Lincoln,7749,"Lincoln, Georgia, US"
3,5,Georgia,Long,17152,"Long, Georgia, US"
3,5,Georgia,Lowndes,119276,"Lowndes, Georgia, US"
3,5,Georgia,Lumpkin,34278,"Lumpkin, Georgia, US"
3,5,Georgia,McDuffie,21633,"McDuffie, Georgia, US"
3,5,Georgia,McIntosh,11123,"McIntosh, Georgia, US"
3,5,Georgia,Macon,12004,"Macon, Georgia, US"
3,5,Georgia,Madison,30885,"Madison, Georgia, US"
3,5,Georgia,Marion,7440,"Marion, Georgia, US"
3,5,Georgia,Meriwether,20793,"Meriwether, Georgia, US"
3,5,Georgia,Miller,5919,"Miller, Georgia, US"
3,5,Georgia,Mitchell,21521,"Mitchell, Georgia, US"
3,5,Georgia,Monroe,28712,"Monroe, Georgia, US"
3,5,Georgia,Montgomery,8653,"Montgomery, Georgia, US"
3,5,Georgia,Morgan,20635,"Morgan, Georgia, US"
3,5,Georgia,Murray,39951,"Murray, Georgia, US"
3,5,Georgia,Muscogee,205617,"Muscogee, Georgia, US"
3,5,Georgia,Newton,115355,"Newton, Georgia, US"
3,5,Georgia,Oconee,43023,"Oconee, Georgia, US"
3,5,Georgia,Oglethorpe,15140,"Oglethorpe, Georgia, US"
3,5,Georgia,Paulding,173780,"Paulding, Georgia, US"
3,5,Georgia,Peach,28417,"Peach, Georgia, US"
3,5,Georgia,Pickens,34024,"Pickens, Georgia, US"
3,5,Georgia,Pierce,19976,"Pierce, Georgia, US"
3,5,Georgia,Pike,19477,"Pike, Georgia, US"
3,5,Georgia,Polk,43496,"Polk, Georgia, US"
3,5,Georgia,Pulaski,9917,"Pulaski, Georgia, US"
3,5,Georgia,Putnam,22585,"Putnam, Georgia, US"
3,5,Georgia,Quitman,2243,"Quitman, Georgia, US"
3,5,Georgia,Rabun,17119,"Rabun, Georgia, US"
3,5,Georgia,Randolph,6287,"Randolph, Georgia, US"
3,5,Georgia,Richmond,205673,"Richmond, Georgia, US"
3,5,Georgia,Rockdale,94082,"Rockdale, Georgia, US"
3,5,Georgia,Schley,4478,"Schley, Georgia, US"
3,5,Georgia,Screven,14105,"Screven, Georgia, US"
3,5,Georgia,Seminole,9197,"Seminole, Georgia, US"
3,5,Georgia,Spalding,67909,"Spalding, Georgia, US"
3,5,Georgia,Stephens,26865,"Stephens, Georgia, US"
3,5,Georgia,Stewart,5341,"Stewart, Georgia, US"
3,5,Georgia,Sumter,29283,"Sumter, Georgia, US"
3,5,Georgia,Talbot,5742,"Talbot, Georgia, US"
3,5,Georgia,Taliaferro,1558,"Taliaferro, Georgia, US"
3,5,Georgia,Tattnall,23052,"Tattnall, Georgia, US"
3,5,Georgia,Taylor,7799,"Taylor, Georgia, US"
3,5,Georgia,Telfair,12414,"Telfair, Georgia, US"
3,5,Georgia,Terrell,8964,"Terrell, Georgia, US"
3,5,Georgia,Thomas,45842,"Thomas, Georgia, US"
3,5,Georgia,Tift,41212,"Tift, Georgia, US"
3,5,Georgia,Toombs,26911,"Toombs, Georgia, US"
3,5,Georgia,Towns,12875,"Towns, Georgia, US"
3,5,Georgia,Treutlen,6306,"Treutlen, Georgia, US"
3,5,Georgia,Troup,69720,"Troup, Georgia, US"
3,5,Georgia,Turner,8966,"Turner, Georgia, US"
3,5,Georgia,Twiggs,7856,"Twiggs, Georgia, US"
3,5,Georgia,Union,25521,"Union, Georgia, US"
3,5,Georgia,Upson,27720,"Upson, Georgia, US"
3,5,Georgia,Walker,68510,"Walker, Georgia, US"
3,5,Georgia,Walton,99853,"Walton, Georgia, US"
3,5,Georgia,Ware,36033,"Ware, Georgia, US"
3,5,Georgia,Warren,5240,"Warren, Georgia, US"
3,5,Georgia,Washington,19785,"Washington, Georgia, US"
3,5,Georgia,Wayne,30380,"Wayne, Georgia, US"
3,5,Georgia,Webster,2367,"Webster, Georgia, US"
3,5,Georgia,Wheeler,7471,"Wheeler, Georgia, US"
3,5,Georgia,White,28442,"White, Georgia, US"
3,5,Georgia,Whitfield,102848,"Whitfield, Georgia, US"
3,5,Georgia,Wilcox,8739,"Wilcox, Georgia, US"
3,5,Georgia,Wilkes,9513,"Wilkes, Georgia, US"
3,5,Georgia,Wilkinson,8831,"Wilkinson, Georgia, US"
3,5,Georgia,Worth,20554,"Worth, Georgia, US"
4,9,Hawaii,Hawaii,202906,"Hawaii, Hawaii, US"
4,9,Hawaii,Honolulu,1000890,"Honolulu, Hawaii, US"
4,9,Hawaii,Kauai,73454,"Kauai, Hawaii, US"
4,9,Hawaii,Maui,164221,"Maui, Hawaii, US"
4,8,Idaho,Ada,511931,"Ada, Idaho, US"
4,8,Idaho,Adams,4625,"Adams, Idaho, US"
4,8,Idaho,Bannock,88263,"Bannock, Idaho, US"
4,8,Idaho,Bear Lake,6545,"Bear Lake, Idaho, US"
4,8,Idaho,Benewah,9931,"Benewah, Idaho, US"
4,8,Idaho,Bingham,48876,"Bingham, Idaho, US"
4,8,Idaho,Blaine,24766,"Blaine, Idaho, US"
4,8,Idaho,Boise,8094,"Boise, Idaho, US"
4,8,Idaho,Bonner,49491,"Bonner, Idaho, US"
4,8,Idaho,Bonneville,127930,"Bonneville, Idaho, US"
4,8,Idaho,Boundary,12561,"Boundary, Idaho, US"
4,8,Idaho,Butte,2654,"Butte, Idaho, US"
4,8,Idaho,Camas,1139,"Camas, Idaho, US"
4,8,Idaho,Canyon,243115,"Canyon, Idaho, US"
4,8,Idaho,Caribou,7111,"Caribou, Idaho, US"
4,8,Idaho,Cassia,25164,"Cassia, Idaho, US"
4,8,Idaho,Clark,792,"Clark, Idaho, US"
4,8,Idaho,Clearwater,8895,"Clearwater, Idaho, US"
4,8,Idaho,Custer,4428,"Custer, Idaho, US"
4,8,Idaho,Elmore,28827,"Elmore, Idaho, US"
4,8,Idaho,Franklin,14666,"Franklin, Idaho, US"
4,8,Idaho,Fremont,13592,"Fremont, Idaho, US"
4,8,Idaho,Gem,19792,"Gem, Idaho, US"
4,8,Idaho,Gooding,15772,"Gooding, Idaho, US"
4,8,Idaho,Idaho,17040,"Idaho, Idaho, US"
4,8,Idaho,Jefferson,32202,"Jefferson, Idaho, US"
4,8,Idaho,Jerome,24662,"Jerome, Idaho, US"
4,8,Idaho,Kootenai,179789,"Kootenai, Idaho, US"
4,8,Idaho,Latah,40313,"Latah, Idaho, US"
4,8,Idaho,Lemhi,8162,"Lemhi, Idaho, US"
4,8,Idaho,Lewis,3715,"Lewis, Idaho, US"
4,8,Idaho,Lincoln,5282,"Lincoln, Idaho, US"
4,8,Idaho,Madison,53881,"Madison, Idaho, US"
4,8,Idaho,Minidoka,21955,"Minidoka, Idaho, US"
4,8,Idaho,Nez Perce,42454,"Nez Perce, Idaho, US"
4,8,Idaho,Oneida,4611,"Oneida, Idaho, US"
4,8,Idaho,Owyhee,12336,"Owyhee, Idaho, US"
4,8,Idaho,Payette,26350,"Payette, Idaho, US"
4,8,Idaho,Power,7950,"Power, Idaho, US"
4,8,Idaho,Shoshone,13612,"Shoshone, Idaho, US"
4,8,Idaho,Teton,12267,"Teton, Idaho, US"
4,8,Idaho,Twin Falls,92243,"Twin Falls, Idaho, US"
4,8,Idaho,Valley,12241,"Valley, Idaho, US"
4,8,Idaho,Washington,10898,"Washington, Idaho, US"
2,3,Illinois,Adams,64954,"Adams, Illinois, US"
2,3,Illinois,Alexander,5030,"Alexander, Illinois, US"
2,3,Illinois,Bond,16596,"Bond, Illinois, US"
2,3,Illinois,Boone,53159,"Boone, Illinois, US"
2,3,Illinois,Brown,6421,"Brown, Illinois, US"
2,3,Illinois,Bureau,32883,"Bureau, Illinois, US"
2,3,Illinois,Calhoun,4369,"Calhoun, Illinois, US"
2,3,Illinois,Carroll,15698,"Carroll, Illinois, US"
2,3,Illinois,Cass,12773,"Cass, Illinois, US"
2,3,Illinois,Champaign,205943,"Champaign, Illinois, US"
2,3,Illinois,Christian,33662,"Christian, Illinois, US"
2,3,Illinois,Clark,15300,"Clark, Illinois, US"
2,3,Illinois,Clay,13143,"Clay, Illinois, US"
2,3,Illinois,Clinton,36793,"Clinton, Illinois, US"
2,3,Illinois,Coles,46765,"Coles, Illinois, US"
2,3,Illinois,Cook,5173146,"Cook, Illinois, US"
2,3,Illinois,Crawford,18659,"Crawford, Illinois, US"
2,3,Illinois,Cumberland,10345,"Cumberland, Illinois, US"
2,3,Illinois,DeKalb,100414,"DeKalb, Illinois, US"
2,3,Illinois,De Witt,15341,"De Witt, Illinois, US"
2,3,Illinois,Douglas,19722,"Douglas, Illinois, US"
2,3,Illinois,DuPage,924885,"DuPage, Illinois, US"
2,3,Illinois,Edgar,16520,"Edgar, Illinois, US"
2,3,Illinois,Edwards,6075,"Edwards, Illinois, US"
2,3,Illinois,Effingham,34430,"Effingham, Illinois, US"
2,3,Illinois,Fayette,21384,"Fayette, Illinois, US"
2,3,Illinois,Ford,13511,"Ford, Illinois, US"
2,3,Illinois,Franklin,37442,"Franklin, Illinois, US"
2,3,Illinois,Fulton,33197,"Fulton, Illinois, US"
2,3,Illinois,Gallatin,4903,"Gallatin, Illinois, US"
2,3,Illinois,Greene,11843,"Greene, Illinois, US"
2,3,Illinois,Grundy,52989,"Grundy, Illinois, US"
2,3,Illinois,Hamilton,7911,"Hamilton, Illinois, US"
2,3,Illinois,Hancock,17400,"Hancock, Illinois, US"
2,3,Illinois,Hardin,3650,"Hardin, Illinois, US"
2,3,Illinois,Henderson,6312,"Henderson, Illinois, US"
2,3,Illinois,Henry,48907,"Henry, Illinois, US"
2,3,Illinois,Iroquois,26827,"Iroquois, Illinois, US"
2,3,Illinois,Jackson,52565,"Jackson, Illinois, US"
2,3,Illinois,Jasper,9193,"Jasper, Illinois, US"
2,3,Illinois,Jefferson,36877,"Jefferson, Illinois, US"
2,3,Illinois,Jersey,21333,"Jersey, Illinois, US"
2,3,Illinois,Jo Daviess,21939,"Jo Daviess, Illinois, US"
2,3,Illinois,Johnson,13463,"Johnson, Illinois, US"
2,3,Illinois,Kane,515588,"Kane, Illinois, US"
2,3,Illinois,Kankakee,106601,"Kankakee, Illinois, US"
2,3,Illinois,Kendall,134867,"Kendall, Illinois, US"
2,3,Illinois,Knox,49268,"Knox, Illinois, US"
2,3,Illinois,Lake,711239,"Lake, Illinois, US"
2,3,Illinois,LaSalle,108965,"LaSalle, Illinois, US"
2,3,Illinois,Lawrence,15152,"Lawrence, Illinois, US"
2,3,Illinois,Lee,34049,"Lee, Illinois, US"
2,3,Illinois,Livingston,35664,"Livingston, Illinois, US"
2,3,Illinois,Logan,27992,"Logan, Illinois, US"
2,3,Illinois,McDonough,26828,"McDonough, Illinois, US"
2,3,Illinois,McHenry,311122,"McHenry, Illinois, US"
2,3,Illinois,McLean,170889,"McLean, Illinois, US"
2,3,Illinois,Macon,102432,"Macon, Illinois, US"
2,3,Illinois,Macoupin,44406,"Macoupin, Illinois, US"
2,3,Illinois,Madison,264490,"Madison, Illinois, US"
2,3,Illinois,Marion,37390,"Marion, Illinois, US"
2,3,Illinois,Marshall,11663,"Marshall, Illinois, US"
2,3,Illinois,Mason,12881,"Mason, Illinois, US"
2,3,Illinois,Massac,13960,"Massac, Illinois, US"
2,3,Illinois,Menard,12164,"Menard, Illinois, US"
2,3,Illinois,Mercer,15582,"Mercer, Illinois, US"
2,3,Illinois,Monroe,34932,"Monroe, Illinois, US"
2,3,Illinois,Montgomery,28084,"Montgomery, Illinois, US"
2,3,Illinois,Morgan,32606,"Morgan, Illinois, US"
2,3,Illinois,Moultrie,14510,"Moultrie, Illinois, US"
2,3,Illinois,Ogle,51449,"Ogle, Illinois, US"
2,3,Illinois,Peoria,179432,"Peoria, Illinois, US"
2,3,Illinois,Perry,20985,"Perry, Illinois, US"
2,3,Illinois,Piatt,16753,"Piatt, Illinois, US"
2,3,Illinois,Pike,14618,"Pike, Illinois, US"
2,3,Illinois,Pope,3779,"Pope, Illinois, US"
2,3,Illinois,Pulaski,5065,"Pulaski, Illinois, US"
2,3,Illinois,Putnam,5566,"Putnam, Illinois, US"
2,3,Illinois,Randolph,30142,"Randolph, Illinois, US"
2,3,Illinois,Richland,15796,"Richland, Illinois, US"
2,3,Illinois,Rock Island,142909,"Rock Island, Illinois, US"
2,3,Illinois,St. Clair,254796,"St. Clair, Illinois, US"
2,3,Illinois,Saline,23320,"Saline, Illinois, US"
2,3,Illinois,Sangamon,194734,"Sangamon, Illinois, US"
2,3,Illinois,Schuyler,6843,"Schuyler, Illinois, US"
2,3,Illinois,Scott,4836,"Scott, Illinois, US"
2,3,Illinois,Shelby,20789,"Shelby, Illinois, US"
2,3,Illinois,Stark,5294,"Stark, Illinois, US"
2,3,Illinois,Stephenson,44021,"Stephenson, Illinois, US"
2,3,Illinois,Tazewell,130413,"Tazewell, Illinois, US"
2,3,Illinois,Union,16923,"Union, Illinois, US"
2,3,Illinois,Vermilion,73095,"Vermilion, Illinois, US"
2,3,Illinois,Wabash,11202,"Wabash, Illinois, US"
2,3,Illinois,Warren,16531,"Warren, Illinois, US"
2,3,Illinois,Washington,13655,"Washington, Illinois, US"
2,3,Illinois,Wayne,15963,"Wayne, Illinois, US"
2,3,Illinois,White,13784,"White, Illinois, US"
2,3,Illinois,Whiteside,55305,"Whiteside, Illinois, US"
2,3,Illinois,Will,697252,"Will, Illinois, US"
2,3,Illinois,Williamson,66879,"Williamson, Illinois, US"
2,3,Illinois,Winnebago,283119,"Winnebago, Illinois, US"
2,3,Illinois,Woodford,38225,"Woodford, Illinois, US"
2,3,Indiana,Adams,35961,"Adams, Indiana, US"
2,3,Indiana,Allen,388608,"Allen, Indiana, US"
2,3,Indiana,Bartholomew,82475,"Bartholomew, Indiana, US"
2,3,Indiana,Benton,8714,"Benton, Indiana, US"
2,3,Indiana,Blackford,12091,"Blackford, Indiana, US"
2,3,Indiana,Boone,73052,"Boone, Indiana, US"
2,3,Indiana,Brown,15552,"Brown, Indiana, US"
2,3,Indiana,Carroll,20444,"Carroll, Indiana, US"
2,3,Indiana,Cass,37563,"Cass, Indiana, US"
2,3,Indiana,Clark,122738,"Clark, Indiana, US"
2,3,Indiana,Clay,26410,"Clay, Indiana, US"
2,3,Indiana,Clinton,33065,"Clinton, Indiana, US"
2,3,Indiana,Crawford,10514,"Crawford, Indiana, US"
2,3,Indiana,Daviess,33397,"Daviess, Indiana, US"
2,3,Indiana,Dearborn,50816,"Dearborn, Indiana, US"
2,3,Indiana,Decatur,26320,"Decatur, Indiana, US"
2,3,Indiana,DeKalb,43333,"DeKalb, Indiana, US"
2,3,Indiana,Delaware,111871,"Delaware, Indiana, US"
2,3,Indiana,Dubois,43549,"Dubois, Indiana, US"
2,3,Indiana,Elkhart,206921,"Elkhart, Indiana, US"
2,3,Indiana,Fayette,23360,"Fayette, Indiana, US"
2,3,Indiana,Floyd,80454,"Floyd, Indiana, US"
2,3,Indiana,Fountain,16427,"Fountain, Indiana, US"
2,3,Indiana,Franklin,22842,"Franklin, Indiana, US"
2,3,Indiana,Fulton,20386,"Fulton, Indiana, US"
2,3,Indiana,Gibson,32924,"Gibson, Indiana, US"
2,3,Indiana,Grant,66263,"Grant, Indiana, US"
2,3,Indiana,Greene,30786,"Greene, Indiana, US"
2,3,Indiana,Hamilton,356650,"Hamilton, Indiana, US"
2,3,Indiana,Hancock,81789,"Hancock, Indiana, US"
2,3,Indiana,Harrison,39761,"Harrison, Indiana, US"
2,3,Indiana,Hendricks,179355,"Hendricks, Indiana, US"
2,3,Indiana,Henry,48935,"Henry, Indiana, US"
2,3,Indiana,Howard,83687,"Howard, Indiana, US"
2,3,Indiana,Huntington,36717,"Huntington, Indiana, US"
2,3,Indiana,Jackson,46067,"Jackson, Indiana, US"
2,3,Indiana,Jasper,33091,"Jasper, Indiana, US"
2,3,Indiana,Jay,20248,"Jay, Indiana, US"
2,3,Indiana,Jefferson,33141,"Jefferson, Indiana, US"
2,3,Indiana,Jennings,27409,"Jennings, Indiana, US"
2,3,Indiana,Johnson,164298,"Johnson, Indiana, US"
2,3,Indiana,Knox,35956,"Knox, Indiana, US"
2,3,Indiana,Kosciusko,80106,"Kosciusko, Indiana, US"
2,3,Indiana,LaGrange,40524,"LaGrange, Indiana, US"
2,3,Indiana,Lake,498558,"Lake, Indiana, US"
2,3,Indiana,LaPorte,112390,"LaPorte, Indiana, US"
2,3,Indiana,Lawrence,45070,"Lawrence, Indiana, US"
2,3,Indiana,Madison,130782,"Madison, Indiana, US"
2,3,Indiana,Marion,971102,"Marion, Indiana, US"
2,3,Indiana,Marshall,46121,"Marshall, Indiana, US"
2,3,Indiana,Martin,9780,"Martin, Indiana, US"
2,3,Indiana,Miami,36081,"Miami, Indiana, US"
2,3,Indiana,Monroe,139875,"Monroe, Indiana, US"
2,3,Indiana,Montgomery,38063,"Montgomery, Indiana, US"
2,3,Indiana,Morgan,72206,"Morgan, Indiana, US"
2,3,Indiana,Newton,13808,"Newton, Indiana, US"
2,3,Indiana,Noble,47227,"Noble, Indiana, US"
2,3,Indiana,Ohio,5978,"Ohio, Indiana, US"
2,3,Indiana,Orange,19830,"Orange, Indiana, US"
2,3,Indiana,Owen,21446,"Owen, Indiana, US"
2,3,Indiana,Parke,16407,"Parke, Indiana, US"
2,3,Indiana,Perry,19316,"Perry, Indiana, US"
2,3,Indiana,Pike,12144,"Pike, Indiana, US"
2,3,Indiana,Porter,174243,"Porter, Indiana, US"
2,3,Indiana,Posey,25116,"Posey, Indiana, US"
2,3,Indiana,Pulaski,12339,"Pulaski, Indiana, US"
2,3,Indiana,Putnam,36979,"Putnam, Indiana, US"
2,3,Indiana,Randolph,24387,"Randolph, Indiana, US"
2,3,Indiana,Ripley,29081,"Ripley, Indiana, US"
2,3,Indiana,Rush,16672,"Rush, Indiana, US"
2,3,Indiana,St. Joseph,272212,"St. Joseph, Indiana, US"
2,3,Indiana,Scott,24355,"Scott, Indiana, US"
2,3,Indiana,Shelby,45039,"Shelby, Indiana, US"
2,3,Indiana,Spencer,19798,"Spencer, Indiana, US"
2,3,Indiana,Starke,23372,"Starke, Indiana, US"
2,3,Indiana,Steuben,34632,"Steuben, Indiana, US"
2,3,Indiana,Sullivan,20758,"Sullivan, Indiana, US"
2,3,Indiana,Switzerland,9790,"Switzerland, Indiana, US"
2,3,Indiana,Tippecanoe,187076,"Tippecanoe, Indiana, US"
2,3,Indiana,Tipton,15372,"Tipton, Indiana, US"
2,3,Indiana,Union,7047,"Union, Indiana, US"
2,3,Indiana,Vanderburgh,179987,"Vanderburgh, Indiana, US"
2,3,Indiana,Vermillion,15341,"Vermillion, Indiana, US"
2,3,Indiana,Vigo,105994,"Vigo, Indiana, US"
2,3,Indiana,Wabash,30816,"Wabash, Indiana, US"
2,3,Indiana,Warren,8475,"Warren, Indiana, US"
2,3,Indiana,Warrick,64514,"Warrick, Indiana, US"
2,3,Indiana,Washington,28102,"Washington, Indiana, US"
2,3,Indiana,Wayne,66456,"Wayne, Indiana, US"
2,3,Indiana,Wells,28197,"Wells, Indiana, US"
2,3,Indiana,White,24651,"White, Indiana, US"
2,3,Indiana,Whitley,34430,"Whitley, Indiana, US"
2,4,Iowa,Adair,7541,"Adair, Iowa, US"
2,4,Iowa,Adams,3641,"Adams, Iowa, US"
2,4,Iowa,Allamakee,13926,"Allamakee, Iowa, US"
2,4,Iowa,Appanoose,12257,"Appanoose, Iowa, US"
2,4,Iowa,Audubon,5635,"Audubon, Iowa, US"
2,4,Iowa,Benton,25691,"Benton, Iowa, US"
2,4,Iowa,Black Hawk,130368,"Black Hawk, Iowa, US"
2,4,Iowa,Boone,26723,"Boone, Iowa, US"
2,4,Iowa,Bremer,25081,"Bremer, Iowa, US"
2,4,Iowa,Buchanan,20657,"Buchanan, Iowa, US"
2,4,Iowa,Buena Vista,20771,"Buena Vista, Iowa, US"
2,4,Iowa,Butler,14332,"Butler, Iowa, US"
2,4,Iowa,Calhoun,9915,"Calhoun, Iowa, US"
2,4,Iowa,Carroll,20692,"Carroll, Iowa, US"
2,4,Iowa,Cass,13050,"Cass, Iowa, US"
2,4,Iowa,Cedar,18410,"Cedar, Iowa, US"
2,4,Iowa,Cerro Gordo,42706,"Cerro Gordo, Iowa, US"
2,4,Iowa,Cherokee,11503,"Cherokee, Iowa, US"
2,4,Iowa,Chickasaw,11887,"Chickasaw, Iowa, US"
2,4,Iowa,Clarke,9785,"Clarke, Iowa, US"
2,4,Iowa,Clay,16440,"Clay, Iowa, US"
2,4,Iowa,Clayton,16998,"Clayton, Iowa, US"
2,4,Iowa,Clinton,46463,"Clinton, Iowa, US"
2,4,Iowa,Crawford,16193,"Crawford, Iowa, US"
2,4,Iowa,Dallas,103796,"Dallas, Iowa, US"
2,4,Iowa,Davis,9138,"Davis, Iowa, US"
2,4,Iowa,Decatur,7659,"Decatur, Iowa, US"
2,4,Iowa,Delaware,17510,"Delaware, Iowa, US"
2,4,Iowa,Des Moines,38491,"Des Moines, Iowa, US"
2,4,Iowa,Dickinson,17851,"Dickinson, Iowa, US"
2,4,Iowa,Dubuque,98718,"Dubuque, Iowa, US"
2,4,Iowa,Emmet,9321,"Emmet, Iowa, US"
2,4,Iowa,Fayette,19258,"Fayette, Iowa, US"
2,4,Iowa,Floyd,15413,"Floyd, Iowa, US"
2,4,Iowa,Franklin,9952,"Franklin, Iowa, US"
2,4,Iowa,Fremont,6567,"Fremont, Iowa, US"
2,4,Iowa,Greene,8717,"Greene, Iowa, US"
2,4,Iowa,Grundy,12347,"Grundy, Iowa, US"
2,4,Iowa,Guthrie,10567,"Guthrie, Iowa, US"
2,4,Iowa,Hamilton,14887,"Hamilton, Iowa, US"
2,4,Iowa,Hancock,10663,"Hancock, Iowa, US"
2,4,Iowa,Hardin,16708,"Hardin, Iowa, US"
2,4,Iowa,Harrison,14669,"Harrison, Iowa, US"
2,4,Iowa,Henry,20387,"Henry, Iowa, US"
2,4,Iowa,Howard,9478,"Howard, Iowa, US"
2,4,Iowa,Humboldt,9634,"Humboldt, Iowa, US"
2,4,Iowa,Ida,6956,"Ida, Iowa, US"
2,4,Iowa,Iowa,16568,"Iowa, Iowa, US"
2,4,Iowa,Jackson,19368,"Jackson, Iowa, US"
2,4,Iowa,Jasper,37764,"Jasper, Iowa, US"
2,4,Iowa,Jefferson,15647,"Jefferson, Iowa, US"
2,4,Iowa,Johnson,154748,"Johnson, Iowa, US"
2,4,Iowa,Jones,20805,"Jones, Iowa, US"
2,4,Iowa,Keokuk,9914,"Keokuk, Iowa, US"
2,4,Iowa,Kossuth,14529,"Kossuth, Iowa, US"
2,4,Iowa,Lee,33215,"Lee, Iowa, US"
2,4,Iowa,Linn,228939,"Linn, Iowa, US"
2,4,Iowa,Louisa,10749,"Louisa, Iowa, US"
2,4,Iowa,Lucas,8710,"Lucas, Iowa, US"
2,4,Iowa,Lyon,12011,"Lyon, Iowa, US"
2,4,Iowa,Madison,16773,"Madison, Iowa, US"
2,4,Iowa,Mahaska,21984,"Mahaska, Iowa, US"
2,4,Iowa,Marion,33380,"Marion, Iowa, US"
2,4,Iowa,Marshall,39853,"Marshall, Iowa, US"
2,4,Iowa,Mills,14465,"Mills, Iowa, US"
2,4,Iowa,Mitchell,10555,"Mitchell, Iowa, US"
2,4,Iowa,Monona,8574,"Monona, Iowa, US"
2,4,Iowa,Monroe,7610,"Monroe, Iowa, US"
2,4,Iowa,Montgomery,10322,"Montgomery, Iowa, US"
2,4,Iowa,Muscatine,42688,"Muscatine, Iowa, US"
2,4,Iowa,O'Brien,14015,"O'Brien, Iowa, US"
2,4,Iowa,Osceola,6159,"Osceola, Iowa, US"
2,4,Iowa,Page,15197,"Page, Iowa, US"
2,4,Iowa,Palo Alto,8906,"Palo Alto, Iowa, US"
2,4,Iowa,Plymouth,25650,"Plymouth, Iowa, US"
2,4,Iowa,Pocahontas,7074,"Pocahontas, Iowa, US"
2,4,Iowa,Polk,496844,"Polk, Iowa, US"
2,4,Iowa,Pottawattamie,93304,"Pottawattamie, Iowa, US"
2,4,Iowa,Poweshiek,18586,"Poweshiek, Iowa, US"
2,4,Iowa,Ringgold,4639,"Ringgold, Iowa, US"
2,4,Iowa,Sac,9752,"Sac, Iowa, US"
2,4,Iowa,Scott,174170,"Scott, Iowa, US"
2,4,Iowa,Shelby,11770,"Shelby, Iowa, US"
2,4,Iowa,Sioux,35893,"Sioux, Iowa, US"
2,4,Iowa,Story,99472,"Story, Iowa, US"
2,4,Iowa,Tama,16867,"Tama, Iowa, US"
2,4,Iowa,Taylor,5868,"Taylor, Iowa, US"
2,4,Iowa,Union,12018,"Union, Iowa, US"
2,4,Iowa,Van Buren,7243,"Van Buren, Iowa, US"
2,4,Iowa,Wapello,35256,"Wapello, Iowa, US"
2,4,Iowa,Warren,53402,"Warren, Iowa, US"
2,4,Iowa,Washington,22491,"Washington, Iowa, US"
2,4,Iowa,Wayne,6508,"Wayne, Iowa, US"
2,4,Iowa,Webster,37147,"Webster, Iowa, US"
2,4,Iowa,Winnebago,10656,"Winnebago, Iowa, US"
2,4,Iowa,Winneshiek,19892,"Winneshiek, Iowa, US"
2,4,Iowa,Woodbury,105607,"Woodbury, Iowa, US"
2,4,Iowa,Worth,7385,"Worth, Iowa, US"
2,4,Iowa,Wright,12785,"Wright, Iowa, US"
2,4,Kansas,Allen,12464,"Allen, Kansas, US"
2,4,Kansas,Anderson,7778,"Anderson, Kansas, US"
2,4,Kansas,Atchison,16239,"Atchison, Kansas, US"
2,4,Kansas,Barber,4110,"Barber, Kansas, US"
2,4,Kansas,Barton,25216,"Barton, Kansas, US"
2,4,Kansas,Bourbon,14323,"Bourbon, Kansas, US"
2,4,Kansas,Brown,9455,"Brown, Kansas, US"
2,4,Kansas,Butler,67889,"Butler, Kansas, US"
2,4,Kansas,Chase,2598,"Chase, Kansas, US"
2,4,Kansas,Chautauqua,3395,"Chautauqua, Kansas, US"
2,4,Kansas,Cherokee,19130,"Cherokee, Kansas, US"
